track0,track1,track2,track3,track4,track5,track6,track7,track8,track9,track10,track11,track12,track13,track14,track15,track16,track17,track18,speedX,angleToTrackAxis,trackPosition,lateralSpeed,currentLapTime,damage,distanceFromStartLine,distanceRaced,fuelLevel,lastLapTime,RPM,zSpeed,z,focus0,focus1,focus2,focus3,focus4,wheelSpinFL,wheelSpinFR,wheelSpinRL,wheelSpinRR,targetSpeed,steering,acceleration,brake,gear,clutch
7.33533,7.57698,8.42556,10.2686,14.3652,20.5607,26.3739,36.7665,61.4497,191.409,67.9033,23.5795,14.8992,11.0664,7.45929,5.23029,4.25293,3.80261,3.66492,5.72366E-4,-0.00780505,-0.333651,0.00165573,-0.982,0.0,5759.1,0.0,100.0,0.0,5235.99,-0.0220246,0.292894,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.5600000023841858,0.20247116684913635,0.5600000023841858,0.0,1,0.0
7.33533,7.57698,8.42556,10.2686,14.3652,20.5607,26.3739,36.7665,61.4497,191.409,67.9033,23.5795,14.8992,11.0664,7.45929,5.23029,4.25293,3.80261,3.66492,5.72366E-4,-0.00780505,-0.333651,0.00165573,-0.962,0.0,5759.1,0.0,99.9998,0.0,5319.8,-0.0220246,0.292894,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.5600000023841858,0.20247116684913635,0.5600000023841858,0.0,1,0.0
7.33533,7.57698,8.42556,10.2686,14.3652,20.5607,26.3739,36.7665,61.4497,191.409,67.9033,23.5795,14.8992,11.0664,7.45929,5.23029,4.25293,3.80261,3.66492,5.72366E-4,-0.00780505,-0.333651,0.00165573,-0.942,0.0,5759.1,0.0,99.9997,0.0,5404.99,-0.0220246,0.292894,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.5600000023841858,0.20247116684913635,0.5600000023841858,0.0,1,0.0
7.33533,7.57698,8.42556,10.2686,14.3652,20.5607,26.3739,36.7665,61.4497,191.409,67.9033,23.5795,14.8992,11.0664,7.45929,5.23029,4.25293,3.80261,3.66492,5.72366E-4,-0.00780505,-0.333651,0.00165573,-0.922,0.0,5759.1,0.0,99.9995,0.0,5491.56,-0.0220246,0.292894,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.5600000023841858,0.20247116684913635,0.5600000023841858,0.0,1,0.0
7.33533,7.57698,8.42556,10.2686,14.3652,20.5607,26.3739,36.7665,61.4497,191.409,67.9033,23.5795,14.8992,11.0664,7.45929,5.23029,4.25293,3.80261,3.66492,5.72366E-4,-0.00780505,-0.333651,0.00165573,-0.902,0.0,5759.1,0.0,99.9994,0.0,5579.55,-0.0220246,0.292894,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.5600000023841858,0.20247116684913635,0.5600000023841858,0.0,1,0.0
7.33533,7.57698,8.42556,10.2686,14.3652,20.5607,26.3739,36.7665,61.4497,191.409,67.9033,23.5795,14.8992,11.0664,7.45929,5.23029,4.25293,3.80261,3.66492,5.72366E-4,-0.00780505,-0.333651,0.00165573,-0.882,0.0,5759.1,0.0,99.9992,0.0,5668.95,-0.0220246,0.292894,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.5600000023841858,0.20247116684913635,0.5600000023841858,0.0,1,0.0
7.33533,7.57698,8.42556,10.2686,14.3652,20.5607,26.3739,36.7665,61.4497,191.409,67.9033,23.5795,14.8992,11.0664,7.45929,5.23029,4.25293,3.80261,3.66492,5.72366E-4,-0.00780505,-0.333651,0.00165573,-0.862,0.0,5759.1,0.0,99.9991,0.0,5759.8,-0.0220246,0.292894,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.5600000023841858,0.20247116684913635,0.5600000023841858,0.0,1,0.0
7.33533,7.57698,8.42556,10.2686,14.3652,20.5607,26.3739,36.7665,61.4497,191.409,67.9033,23.5795,14.8992,11.0664,7.45929,5.23029,4.25293,3.80261,3.66492,5.72366E-4,-0.00780505,-0.333651,0.00165573,-0.842,0.0,5759.1,0.0,99.9989,0.0,5852.11,-0.0220246,0.292894,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.5600000023841858,0.20247116684913635,0.5600000023841858,0.0,1,0.0
7.33533,7.57698,8.42556,10.2686,14.3652,20.5607,26.3739,36.7665,61.4497,191.409,67.9033,23.5795,14.8992,11.0664,7.45929,5.23029,4.25293,3.80261,3.66492,5.72366E-4,-0.00780505,-0.333651,0.00165573,-0.822,0.0,5759.1,0.0,99.9988,0.0,5945.91,-0.0220246,0.292894,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.5600000023841858,0.20247116684913635,0.5600000023841858,0.0,1,0.0
7.33533,7.57698,8.42556,10.2686,14.3652,20.5607,26.3739,36.7665,61.4497,191.409,67.9033,23.5795,14.8992,11.0664,7.45929,5.23029,4.25293,3.80261,3.66492,5.72366E-4,-0.00780505,-0.333651,0.00165573,-0.802,0.0,5759.1,0.0,99.9986,0.0,6041.2,-0.0220246,0.292894,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.5600000023841858,0.20247116684913635,0.5600000023841858,0.0,1,0.0
